Protein	Gene	Description	N	logFC	AveExpr	t	P.Value	adj.P.Val	B	logFCcontrol	FOXA1_0min	FOXA1_90min	IgG	PR590:FOXA1 0min	PR590:FOXA1 90min	PR590:IgG	PR622:FOXA1 0min	PR622:FOXA1 90min	PR622:IgG	PR650:FOXA1 0min	PR650:FOXA1 90min	PR650:IgG
P16989	YBOX3	Y-box-binding protein 3 OS=Homo sapiens GN=YBX3 PE=1 SV=4	2	-0.336438899035108	5.41253993620706	NA	NA	NA	NA	-1.20731733409639	6.12847705647475	5.79203815743964	7.33579439057114	6.38653999700966	6.36856882000615	7.66259208751973	3.38049198738197	2.72558536631527	4.5190745650647	NA	NA	NA
P17275	JUNB	Transcription factor jun-B OS=Homo sapiens GN=JUNB PE=1 SV=1	2	-0.0462408175396263	6.48595366246086	NA	NA	NA	NA	1.89585041990175	8.58804034599514	8.54179952845552	6.6921899260934	8.47193644336333	8.46920571616081	6.10882312048711	5.21667657945915	5.12692567158242	3.78808906253187	NA	NA	NA
P17480	UBF1	Nucleolar transcription factor 1 OS=Homo sapiens GN=UBTF PE=1 SV=1	2	-0.110694088163362	8.71233345217601	NA	NA	NA	NA	0.560925460219835	9.60354393931949	9.49284985115613	9.04261847909966	9.58607575866508	9.46655720678323	9.32176707082995	8.46042664132295	8.35855701687809	7.60288440871842	NA	NA	NA
P17676	CEBPB	CCAAT/enhancer-binding protein beta OS=Homo sapiens GN=CEBPB PE=1 SV=2	1	0.0380908720247479	8.53711494975514	NA	NA	NA	NA	1.45889804244802	8.11578682856366	8.15387770058841	6.69497965814039	8.11578682856366	8.15387770058841	6.69497965814039	NA	NA	NA	NA	NA	NA
P17844	DDX5	Probable ATP-dependent RNA helicase DDX5 OS=Homo sapiens GN=DDX5 PE=1 SV=1	3	0.0294870206860676	12.2498497926024	0.220244357630374	0.828164707339795	0.998972140838833	-4.67308064264937	0.687803965371359	13.1667164673406	13.1962034880267	12.5083995226553	13.323378513883	13.2490573543426	12.5485553168213	12.7167015892729	12.9495088785631	12.1637709586438	11.6210019789289	11.5509769112374	10.9738049725638
P17858	PFKAL	ATP-dependent 6-phosphofructokinase, liver type OS=Homo sapiens GN=PFKL PE=1 SV=6	2	-0.0958853060681371	8.00733628618648	NA	NA	NA	NA	-0.744173702878633	7.8261047595769	7.73021945350876	8.57027846245553	7.46036812956982	7.71277262826725	8.71650103156336	7.91160598992661	7.46743087909291	8.14382049369034	NA	NA	NA
P17931	LEG3	Galectin-3 OS=Homo sapiens GN=LGALS3 PE=1 SV=5	3	-0.0767866146862577	11.1040323972198	-0.458639367668243	0.651994068029768	0.998972140838833	-4.66035579141738	0.548753574889503	11.4736993100929	11.3969126954067	10.9249457352034	11.4455765566672	11.5179118788572	10.8011829121057	11.1190152072545	10.9460080952754	10.8212500986089	11.6770715037952	11.5473834495255	10.9729695323338
P17980	PRS6A	26S protease regulatory subunit 6A OS=Homo sapiens GN=PSMC3 PE=1 SV=3	2	0.0667531821011043	5.79911984823917	NA	NA	NA	NA	-0.615291906502401	4.34889533177232	4.41564851387342	5.03094042037582	4.17221317803758	4.44814581109078	5.15727474466299	6.82582196327159	6.68339569442059	7.20485057385319	NA	NA	NA
P17987	TCPA	T-complex protein 1 subunit alpha OS=Homo sapiens GN=TCP1 PE=1 SV=1	2	-0.15030035866608	9.60621043028844	NA	NA	NA	NA	-0.579066405569376	8.72803127667207	8.57773091800599	9.30709768224144	8.58087767483795	8.55710807836951	9.62847157897883	10.6171263312942	10.3402952104305	10.7276652382921	NA	NA	NA
P18077	RL35A	60S ribosomal protein L35a OS=Homo sapiens GN=RPL35A PE=1 SV=2	3	0.0396989276164312	10.2371389032233	0.23201826623752	0.819146685574419	0.998972140838833	-4.6726586095332	-0.476228504842087	9.20145607658832	9.24115500420475	9.71738350904684	9.18086819887132	9.13411457053024	10.101281630168	10.9734770046351	11.0029054072014	10.986456648586	10.0329214323046	10.1693434409286	10.6473106544325
P18124	RL7	60S ribosomal protein L7 OS=Homo sapiens GN=RPL7 PE=1 SV=1	3	-0.00811131302176982	11.265798238871	-0.0382122143218765	0.96993998549449	0.998972140838833	-4.67681950841176	-0.735166922586828	10.3998872275218	10.3917759145	11.1350541501086	10.2553995683	10.3308048632816	11.3657287760678	12.3461872140459	11.9041910690996	12.4512718362385	10.2764235506489	10.6186804615483	11.2665104884491
P18135	KV312	Ig kappa chain V-III region HAH OS=Homo sapiens PE=2 SV=1	1	-0.479635044042366	5.34210605446738	NA	NA	NA	NA	-2.15429091077519	6.09139760410724	5.61176256006487	8.24568851488243	6.09139760410724	5.61176256006487	8.24568851488243	NA	NA	NA	NA	NA	NA
P18206	VINC	Vinculin OS=Homo sapiens GN=VCL PE=1 SV=4	1	0.0683619055903453	6.4527890295726	NA	NA	NA	NA	-1.80308011058534	5.73567689819763	5.80403880378798	7.60711891437332	5.73567689819763	5.80403880378798	7.60711891437332	NA	NA	NA	NA	NA	NA
P18583	SON	Protein SON OS=Homo sapiens GN=SON PE=1 SV=4	2	0.259332299643656	3.76984016679939	NA	NA	NA	NA	0.297077423748556	2.89409051417132	3.15342281381498	2.85634539006642	3.27904672382242	3.56507487027649	3.54137323217347	4.75831840756374	4.99095486039699	4.42050165100289	NA	NA	NA
P18615	NELFE	Negative elongation factor E OS=Homo sapiens GN=NELFE PE=1 SV=3	1	0.177497085471252	6.04336506827609	NA	NA	NA	NA	1.09060854264054	6.40014753720118	6.57764462267244	5.4870360800319	6.40014753720118	6.57764462267244	5.4870360800319	NA	NA	NA	NA	NA	NA
P18621	RL17	60S ribosomal protein L17 OS=Homo sapiens GN=RPL17 PE=1 SV=3	3	0.00588009807022338	10.235942342811	0.0211079987662505	0.9833943811734	0.998972140838833	-4.67690032285567	-0.796316559060092	9.69710070102092	9.70298079909115	10.4992973581512	9.34307464919886	9.38604723121514	10.6655833674027	11.9622608401657	11.5927506721776	12.1224235953542	8.55401319361019	8.89819107379261	9.47793169160879
P18754	RCC1	Regulator of chromosome condensation OS=Homo sapiens GN=RCC1 PE=1 SV=1	3	0.0752361343194661	8.61275599876634	0.365815574428416	0.718775459055137	0.998972140838833	-4.66634663953257	0.116811652631846	10.3146227633715	10.389858897691	10.2730472450592	10.5518936154985	10.7185389917622	10.2240102903635	9.5516121428265	9.53836910175607	9.36094111881459	6.07773130323257	6.15003737099764	6.47155909744234
P19338	NUCL	Nucleolin OS=Homo sapiens GN=NCL PE=1 SV=3	3	0.155854870180864	13.5412299730059	0.758212859172879	0.458157201356412	0.998972140838833	-4.63244828552996	0.115840769566447	13.6371310093503	13.7929858795312	13.6771451099647	13.8288080211141	13.8802866216847	13.9354373844276	13.93305238043	14.1713197909409	13.5847134090299	12.889091053876	13.0669096533371	13.2508429638059
P19367	HXK1	Hexokinase-1 OS=Homo sapiens GN=HK1 PE=1 SV=3	2	-0.197668757225897	7.02547131695406	NA	NA	NA	NA	-0.722631466433535	3.93126031903792	3.73359156181202	4.65389178547145	3.5702894363423	3.59352451422458	4.75679456792813	9.99374713508869	9.57517454275462	10.2525049363699	NA	NA	NA
P19387	RPB3	DNA-directed RNA polymerase II subunit RPB3 OS=Homo sapiens GN=POLR2C PE=1 SV=2	1	0.107476431686392	7.83363397571713	NA	NA	NA	NA	0.580686622379259	8.33934102597305	8.44681745765944	7.86613083528018	8.33934102597305	8.44681745765944	7.86613083528018	NA	NA	NA	NA	NA	NA
P19525	E2AK2	Interferon-induced, double-stranded RNA-activated protein kinase OS=Homo sapiens GN=EIF2AK2 PE=1 SV=2	1	0.31805009546367	7.53703269703536	NA	NA	NA	NA	-1.05990746196712	7.00882875937474	7.32687885483841	8.38678631680553	7.00882875937474	7.32687885483841	8.38678631680553	NA	NA	NA	NA	NA	NA
P19793	RXRA	Retinoic acid receptor RXR-alpha OS=Homo sapiens GN=RXRA PE=1 SV=1	2	-0.0303539912491306	9.8090295470347	NA	NA	NA	NA	0.812559844310178	10.5252756907459	10.4949216994967	9.71271584643569	10.5338997998888	10.4958407540124	9.98801511442757	9.36605675891968	9.34340782229781	8.2868217557606	NA	NA	NA
P20618	PSB1	Proteasome subunit beta type-1 OS=Homo sapiens GN=PSMB1 PE=1 SV=2	2	-0.227296512413244	5.60813682077663	NA	NA	NA	NA	-0.0843424977006348	6.68883047737841	6.46153396496517	6.77317297507905	6.6649297530381	6.52948633095468	6.82427688386003	4.13750352374993	3.81835392100686	4.14684138832927	NA	NA	NA
P20700	LMNB1	Lamin-B1 OS=Homo sapiens GN=LMNB1 PE=1 SV=2	3	-0.148135958857054	12.5767289620773	-0.294494827524111	0.772176966865547	0.998972140838833	-4.67001482064969	0.44274787742382	12.2845136407357	12.1363776818786	11.8417657633119	11.8210308083357	11.806644555722	12.3570728070254	12.8564672147732	12.64962347772	12.8530491226587	14.5681295963745	14.3449517094702	12.7072620575279
P21266	GSTM3	Glutathione S-transferase Mu 3 OS=Homo sapiens GN=GSTM3 PE=1 SV=3	3	-0.0346925281419184	7.83668883877066	-0.183030342091081	0.856824315778252	0.998972140838833	-4.67427132567094	-0.313085199175391	6.17186752981284	6.13717500167092	6.48495272898823	5.92022523411013	6.19714647017734	6.8308094428451	8.25523094445365	7.94811688683912	8.22251892763169	8.96881076755199	8.89492600467356	9.03019417316515
P21291	CSRP1	Cysteine and glycine-rich protein 1 OS=Homo sapiens GN=CSRP1 PE=1 SV=3	3	0.0355292253706558	9.61657230129209	0.231760847567663	0.819343578592398	0.998972140838833	-4.67266806908033	0.300759306553246	10.1848376004361	10.2203668258067	9.9196075192535	10.1189781404652	10.1286664275001	9.72585312031177	9.79967479891232	10.0906890042831	9.75598437298108	8.90997877739609	8.71586396110237	8.55110397993301
P21333	FLNA	Filamin-A OS=Homo sapiens GN=FLNA PE=1 SV=4	3	-0.0175588296640949	13.7429931474669	-0.0680869699496762	0.946468617723143	0.998972140838833	-4.67656656821358	-0.49598866995605	13.0058027894322	12.9882439597681	13.5017914593882	12.5865181407308	12.686425489082	13.9252967927542	14.1054747839146	13.9372299586569	14.2645630292373	14.0478767426654	14.0635377305797	14.0379758551875
P21964	COMT	Catechol O-methyltransferase OS=Homo sapiens GN=COMT PE=1 SV=2	2	-0.127704244482118	8.86153457579777	NA	NA	NA	NA	0.0890882902121017	8.53145568675753	8.40375144227542	8.44236739654543	8.49339801352984	8.41682768080837	8.43647360125664	9.39804125670854	9.21920310046578	9.27678908855754	NA	NA	NA
P22061	PIMT	Protein-L-isoaspartate(D-aspartate) O-methyltransferase OS=Homo sapiens GN=PCMT1 PE=1 SV=4	3	-0.0722878671455547	10.5997423470618	-0.396217947445007	0.696611563708298	0.998972140838833	-4.66452808964459	-0.70883556232334	10.2954326242273	10.2231447570817	11.0042681865506	10.1863176708509	10.0961786319238	11.1714404305054	10.2209483137113	10.0956230737748	10.8860558040702	9.64942299793379	9.64802367536065	10.1256994348903
P22087	FBRL	rRNA 2'-O-methyltransferase fibrillarin OS=Homo sapiens GN=FBL PE=1 SV=2	3	0.18467350381124	9.12540679486852	0.872742852238884	0.394320878388448	0.998972140838833	-4.61853854724826	-0.111497432467901	8.34444955175621	8.52912305556745	8.64062048803535	8.47602286722795	8.4403056206464	9.04786396547268	10.7748635213532	11.1873388163241	10.7000495134726	7.82418594528388	8.00144840832825	8.21567166375719
P22314	UBA1	Ubiquitin-like modifier-activating enzyme 1 OS=Homo sapiens GN=UBA1 PE=1 SV=3	3	-0.00981464438804203	8.56192154733522	-0.0553494816835651	0.956471062274378	0.998972140838833	-4.67669178857397	-0.057611852090055	9.18791874332597	9.17810409893793	9.24553059541603	9.2195315691679	9.36619730017665	9.37710205299906	8.60532076789654	8.46299881193821	8.69326291913551	8.33436906801053	8.30058135979597	8.26169198921057
P22392	NDKB	Nucleoside diphosphate kinase B OS=Homo sapiens GN=NME2 PE=1 SV=1	3	-0.00134330806746696	9.56220496174122	-0.00965620192525543	0.992402026826212	0.998972140838833	-4.676928409373	-0.406774369893011	9.35587779248431	9.35453448441684	9.76265216237732	9.20315570074863	9.25679838607939	9.99003303315413	9.8082402332594	9.54283841653608	9.84592682571081	9.27089597668047	9.47862518387061	9.66665516150259
P22626	ROA2	Heterogeneous nuclear ribonucleoproteins A2/B1 OS=Homo sapiens GN=HNRNPA2B1 PE=1 SV=2	3	-0.0435008682677172	12.6834397639871	-0.282950400479033	0.78044990202355	0.998972140838833	-4.67058319497535	0.877616813436381	13.2568894675698	13.2133885993021	12.3792726541334	13.4123723151615	13.3797786733289	12.2744883959302	13.4011166520027	13.421637520073	12.9334640965317	12.3375940289443	12.2191641979034	11.3102800633375
P23193	TCEA1	Transcription elongation factor A protein 1 OS=Homo sapiens GN=TCEA1 PE=1 SV=2	2	0.148519565296438	7.77618521854357	NA	NA	NA	NA	0.473846463913995	8.80495724185864	8.95347680715508	8.47963034324109	8.74651432113846	8.73920196942021	8.1842377815629	6.66472662807601	6.96907811038713	6.57634937041645	NA	NA	NA
P23246	SFPQ	Splicing factor, proline- and glutamine-rich OS=Homo sapiens GN=SFPQ PE=1 SV=2	3	0.0154419834536021	12.7726696374555	0.0990347900405724	0.922207536558626	0.998972140838833	-4.67615479311733	0.907073577950317	13.5028246234746	13.5182666069282	12.6111930289779	13.7316690542692	13.6045209636557	12.397281172572	13.5191430324658	13.7474729700913	12.9789249171561	12.2094751242583	12.154619227607	11.4091863377751
P23396	RS3	40S ribosomal protein S3 OS=Homo sapiens GN=RPS3 PE=1 SV=2	3	0.0151011712669433	11.8890624348161	0.0795344640921604	0.937486933360414	0.998972140838833	-4.67643200242222	-0.82633868963873	11.5484044499161	11.563505621183	12.3898443108217	11.3316887438657	11.316237078273	12.6863535739057	12.7591154010887	12.5421768488942	12.9689071709201	10.6244821613642	10.9021758929522	11.5843451442099
P23443	KS6B1	Ribosomal protein S6 kinase beta-1 OS=Homo sapiens GN=RPS6KB1 PE=1 SV=2	1	-0.0237178493391754	5.9496223079622	NA	NA	NA	NA	-1.24203024845491	5.99903358595858	5.9753157366194	7.24106383441349	5.99903358595858	5.9753157366194	7.24106383441349	NA	NA	NA	NA	NA	NA
P23497	SP100	Nuclear autoantigen Sp-100 OS=Homo sapiens GN=SP100 PE=1 SV=3	2	-0.0820610154923944	7.35660271955643	NA	NA	NA	NA	1.42566888615006	8.37977508803244	8.29771407254004	6.95410620188238	8.67052980229414	8.66424409164034	6.80717089309621	7.9416764599826	7.78384013965161	6.95369759688042	NA	NA	NA
P23526	SAHH	Adenosylhomocysteinase OS=Homo sapiens GN=AHCY PE=1 SV=4	3	-0.0675902397514871	11.6364617707748	-0.606154514129951	0.551996304925558	0.998972140838833	-4.6482048700826	0.163187029392649	12.2133986997591	12.1458084600076	12.0502116703664	12.2288101029998	12.2619395912149	12.0746623525374	11.1568099305354	11.0097336606414	11.0521458930381	11.9301327444805	11.841308806905	11.6993834442623
P23528	COF1	Cofilin-1 OS=Homo sapiens GN=CFL1 PE=1 SV=3	3	-0.198964076463499	11.545110379487	-1.18236682705464	0.252476168435693	0.998972140838833	-4.57302723669102	0.107167643696361	11.7334889745341	11.5345248980706	11.6263213308378	11.7664224239789	11.811601189976	11.6130955045121	12.147329869499	11.6155803772142	11.9457886874829	11.202106328029	11.0917848249262	11.2354714984229
P23588	IF4B	Eukaryotic translation initiation factor 4B OS=Homo sapiens GN=EIF4B PE=1 SV=2	3	-0.0508413419232667	9.36524200179607	-0.237374596447562	0.815052591719677	0.998972140838833	-4.6724594210438	-0.352107700543074	9.02883765334288	8.97799631141961	9.38094535388595	8.73131903102506	8.52512925120397	9.6177429377275	9.98925256516599	9.96256554778765	10.0237147563503	9.77778367814999	9.85813644957963	9.91322068189243
P23771	GATA3	Trans-acting T-cell-specific transcription factor GATA-3 OS=Homo sapiens GN=GATA3 PE=1 SV=1	3	-0.123835143398205	10.9938072083873	-0.703021487334152	0.491054759232808	0.998972140838833	-4.63853437986204	1.29268347934949	11.2401455283347	11.1163103849365	9.94746204898521	11.4017557018651	11.2658033865079	9.56480276121272	11.752162582997	11.7059779016825	10.5364276280294	10.5642992241047	10.3749307905817	9.73893668167614
P23921	RIR1	Ribonucleoside-diphosphate reductase large subunit OS=Homo sapiens GN=RRM1 PE=1 SV=1	1	-0.0702221654972712	7.41032872860426	NA	NA	NA	NA	-1.0785852969193	6.62393373223399	6.55371156673672	7.70251902915328	6.62393373223399	6.55371156673672	7.70251902915328	NA	NA	NA	NA	NA	NA
P24468	COT2	COUP transcription factor 2 OS=Homo sapiens GN=NR2F2 PE=1 SV=1	3	-0.0572724040514014	10.1796943665027	-0.283871802885959	0.779754915768891	0.998972140838833	-4.67054192516503	1.317121169301	10.6639613382347	10.6066889341833	9.34684016893369	10.5900991188956	10.6233197666331	9.38338029762876	10.5758565994343	10.6729998303785	9.5050884660107	9.72733703673188	9.42515594589596	8.05346048351931
P24534	EF1B	Elongation factor 1-beta OS=Homo sapiens GN=EEF1B2 PE=1 SV=3	3	-0.101113909331199	8.3003076164963	-0.421017389264162	0.678737117111105	0.998972140838833	-4.66294075118073	-1.06575640894693	5.8009785748149	5.6998646654837	6.86673498376183	5.52669484554198	5.63164479667488	7.44790974874208	11.0912748050701	10.4706806602905	11.247741062892	7.5746205564997	7.78692302215279	8.69420862231848
P24666	PPAC	Low molecular weight phosphotyrosine protein phosphatase OS=Homo sapiens GN=ACP1 PE=1 SV=3	3	0.0169113651939004	9.20100187305729	0.129912532547911	0.898079427281557	0.998972140838833	-4.67559231629081	0.155017065964502	9.37439896186681	9.39131032706071	9.23629326109621	9.36101947632863	9.40963338551915	9.22319152480472	9.96099483991243	10.047357654189	9.74942652121884	8.32755264408124	8.24331001619578	8.26263181198693
P25205	MCM3	DNA replication licensing factor MCM3 OS=Homo sapiens GN=MCM3 PE=1 SV=3	3	0.0402937626993705	8.18965455709978	0.148336805064092	0.883729558788462	0.998972140838833	-4.67518467739851	-0.17032854439643	9.35916957712667	9.39946333982604	9.56979188422247	9.41412647019399	9.47344484084921	9.00598537831296	10.8616740586734	10.734383017481	10.6484667270385	4.46690673919944	4.65576069783476	5.72012208400279
P25398	RS12	40S ribosomal protein S12 OS=Homo sapiens GN=RPS12 PE=1 SV=3	2	-0.137897216155036	9.29453457047142	NA	NA	NA	NA	-0.655543491904083	8.98103189035847	8.84313467420344	9.63657538226256	8.80726291051123	8.85840290396129	9.77179599194594	9.47028119379154	9.1433467680314	9.81683509616499	NA	NA	NA
P25490	TYY1	Transcriptional repressor protein YY1 OS=Homo sapiens GN=YY1 PE=1 SV=2	2	-0.0231156937769335	9.1169623645047	NA	NA	NA	NA	0.756495002825591	9.00073021995174	8.97761452617481	8.24423521712615	9.13931380706421	9.07532633376445	8.14680502962916	9.52468162630405	9.54243771204994	9.00420039808791	NA	NA	NA
P25685	DNJB1	DnaJ homolog subfamily B member 1 OS=Homo sapiens GN=DNAJB1 PE=1 SV=4	3	-0.0258582576003175	9.65792576258048	-0.201516939863838	0.842558936294388	0.998972140838833	-4.67370707570428	0.196834718661375	9.82881789273025	9.80295963512993	9.63198317406888	9.9103964609474	9.96815248174244	9.60444732960266	9.57900608184324	9.4781050959289	9.3984077873245	9.42660921094017	9.3921794032585	9.32265248081951
P25705	ATPA	ATP synthase subunit alpha, mitochondrial OS=Homo sapiens GN=ATP5A1 PE=1 SV=1	3	-0.215656218715862	8.18597559031073	-0.850232484215817	0.406387064707993	0.998972140838833	-4.62140548520624	-1.13525040564206	7.33455651718078	7.11890029846492	8.46980692282284	7.02038472674935	6.87300460145611	8.58796498888268	9.26192700230782	8.52566062544842	9.72078170226052	6.98925256516599	7.22593041117105	8.36856882000615
P25786	PSA1	Proteasome subunit alpha type-1 OS=Homo sapiens GN=PSMA1 PE=1 SV=1	1	0.102417638859859	7.10753994061318	NA	NA	NA	NA	-0.23661970132886	6.97973140249401	7.08214904135387	7.31876874268273	6.97973140249401	7.08214904135387	7.31876874268273	NA	NA	NA	NA	NA	NA
P25787	PSA2	Proteasome subunit alpha type-2 OS=Homo sapiens GN=PSMA2 PE=1 SV=2	2	0.0108617946856633	8.6430876569223	NA	NA	NA	NA	0.0472493468866428	8.38630650575716	8.39716830044282	8.34991895355618	8.42224501668312	8.51200672641072	8.19517883903235	8.69674402776377	8.62870590740749	8.85103510101258	NA	NA	NA
P25788	PSA3	Proteasome subunit alpha type-3 OS=Homo sapiens GN=PSMA3 PE=1 SV=2	2	0.067858421039495	5.95463135191501	NA	NA	NA	NA	0.0220887674091061	6.6642336389294	6.7320920599689	6.71000329255979	6.5950176562646	6.65156428490999	6.70143024000691	4.93747891544194	5.01664912887555	4.92260563896041	NA	NA	NA
P25789	PSA4	Proteasome subunit alpha type-4 OS=Homo sapiens GN=PSMA4 PE=1 SV=1	2	-0.180632937411321	8.73538106027379	NA	NA	NA	NA	0.230269395424175	7.85568867812637	7.67505574071505	7.6254192827022	7.8369971089196	7.8003452660796	7.51429136893378	9.66740304298693	9.3427890110043	9.52956999212441	NA	NA	NA
P25815	S100P	Protein S100-P OS=Homo sapiens GN=S100P PE=1 SV=2	3	-0.163784813941113	10.2799402955435	-1.20021352670679	0.245647341179906	0.998972140838833	-4.57008485755837	0.648187321503531	10.5045584404291	10.340773626488	9.85637111892558	10.4028750234497	10.4097545949324	9.79231388696039	10.9267036875675	10.6150712612466	10.3874403996163	10.4405503457112	10.2539487587259	9.64581280564099
P26196	DDX6	Probable ATP-dependent RNA helicase DDX6 OS=Homo sapiens GN=DDX6 PE=1 SV=2	3	-0.0559240242800696	7.67883374140022	-0.203490156826888	0.841039496253181	0.998972140838833	-4.67364367036311	-0.477125437714448	6.53655127487185	6.48062725059178	7.0136767125863	6.25873426840017	6.13867406745787	7.66498052981033	7.94686451107754	7.90598862931413	8.11098658528667	8.67234956818325	8.66551357804876	8.5333575457073
P26358	DNMT1	DNA (cytosine-5)-methyltransferase 1 OS=Homo sapiens GN=DNMT1 PE=1 SV=2	2	-0.286470623586368	5.85589365459286	NA	NA	NA	NA	0.0310584043328035	7.61878592433995	7.33231530075359	7.58772752000715	7.55820202370619	7.67454539384586	7.75679456792813	4.14684138832927	3.45755677101686	3.88613203544172	NA	NA	NA
P26368	U2AF2	Splicing factor U2AF 65 kDa subunit OS=Homo sapiens GN=U2AF2 PE=1 SV=4	3	0.0247140797228695	8.0745562298305	0.123863702956467	0.902798753683534	0.998972140838833	-4.67571441812636	1.1960948945864	8.25754735249795	8.28226143222082	7.08616653763442	8.18781156962204	8.11020363645277	6.82573112203862	10.0816926607814	10.250137658271	9.4015652546164	6.8972404255748	6.88054560042314	5.42530583473267
P26373	RL13	60S ribosomal protein L13 OS=Homo sapiens GN=RPL13 PE=1 SV=4	3	-0.0441055031255573	11.2347857881422	-0.251089314406765	0.804595017416887	0.998972140838833	-4.67192893441046	-0.690876977710152	11.3187528570527	11.2746473539272	12.0096298347629	11.2609489281279	11.207145087913	12.299089424635	12.2670771749891	11.9562387166008	12.503660721378	9.92694189625644	10.159267685483	10.724848786491
P26583	HMGB2	High mobility group protein B2 OS=Homo sapiens GN=HMGB2 PE=1 SV=2	3	-0.0572323703848667	11.3141591923587	-0.216896077094908	0.830733821566964	0.998972140838833	-4.67319668842733	0.781638763747443	12.0414969903752	11.9842646199904	11.2598582266278	12.372495868219	12.5024908690233	11.0207766023678	12.2675704919686	11.9631102459571	11.480959656971	10.370702973135	10.3734711071876	10.1641167827415
P26599	PTBP1	Polypyrimidine tract-binding protein 1 OS=Homo sapiens GN=PTBP1 PE=1 SV=1	3	-0.0695917197505658	11.7070160494807	-0.329821761500788	0.745349995815078	0.998972140838833	-4.66831690442448	1.0484171956132	12.7015656521485	12.6319739323979	11.6531484565353	13.0801013308601	12.87021608263	11.2947109965548	12.2704079674364	12.4020432295764	11.6029970486098	11.3250885767129	11.1945634035513	10.6326382430053
P26641	EF1G	Elongation factor 1-gamma OS=Homo sapiens GN=EEF1G PE=1 SV=3	3	-0.112671702614744	11.1224263246473	-0.438069922617866	0.666558360002157	0.998972140838833	-4.6617954144574	-0.988230040141096	9.5645921578712	9.45192045525646	10.5528221980123	9.14887601449227	9.09925386965493	11.1214363846914	12.7779846987886	12.2733751819767	12.7904372296018	10.7303973516078	10.9466139054128	11.7100745710187
P27348	1433T	14-3-3 protein theta OS=Homo sapiens GN=YWHAQ PE=1 SV=1	1	0.198232548724661	5.1385682649006	NA	NA	NA	NA	-1.02368334245357	4.43486647304077	4.63309902176543	5.656782364219	4.43486647304077	4.63309902176543	5.656782364219	NA	NA	NA	NA	NA	NA
P27635	RL10	60S ribosomal protein L10 OS=Homo sapiens GN=RPL10 PE=1 SV=4	3	-0.0273167464192401	8.93451112973719	-0.146495052200212	0.885162245394066	0.998972140838833	-4.67522784466314	-0.905446158385733	8.27130525609145	8.24398850967221	9.17675141447718	8.12663073239282	8.07513529134447	9.24968912879716	10.5389510347642	10.2611126863276	10.7837056975712	7.50382573799575	7.75120928822302	8.85235115394157
P27694	RFA1	Replication protein A 70 kDa DNA-binding subunit OS=Homo sapiens GN=RPA1 PE=1 SV=2	2	0.0339980967940434	8.47008888556129	NA	NA	NA	NA	0.640546360500283	8.72230377301558	8.75630186980962	8.11575550930934	8.87010046552261	8.84860058675382	8.1568776312304	8.22024011534718	8.30973618770405	7.72036642222692	NA	NA	NA
P27695	APEX1	DNA-(apurinic or apyrimidinic site) lyase OS=Homo sapiens GN=APEX1 PE=1 SV=2	3	0.0208411927220311	9.29300908294243	0.0512408059174559	0.959761688807887	0.998972140838833	-4.67672544436437	0.0298193020019646	9.14986883560189	9.17071002832393	9.14089072632196	9.45426991352152	9.54112427941873	9.52089925135469	9.93510189215645	9.9983788753728	9.86994629496492	8.39984246963098	8.31223469868352	8.37143440114953
P27708	PYR1	CAD protein OS=Homo sapiens GN=CAD PE=1 SV=3	3	-0.122709204416456	8.75954927651804	-0.446315863784365	0.660702963074965	0.998972140838833	-4.66122590202774	0.595512861587807	11.3605062929195	11.237797088503	10.7649934313316	11.606672892203	11.6293924007629	10.6750118917024	9.62196027498851	9.19075946671741	9.04369133699128	6.71777432914637	6.75812801560822	6.44116568288082
P28066	PSA5	Proteasome subunit alpha type-5 OS=Homo sapiens GN=PSMA5 PE=1 SV=3	2	-0.285500536697999	8.01138825983194	NA	NA	NA	NA	0.222239855499629	7.36129819933612	7.07579766263812	7.13905834383649	7.25361115194717	7.23204397149869	7.04369133699128	8.80850457152548	8.25907067857795	8.57394467548211	NA	NA	NA
P28070	PSB4	Proteasome subunit beta type-4 OS=Homo sapiens GN=PSMB4 PE=1 SV=4	1	0.0414618986327353	5.71474614086166	NA	NA	NA	NA	-0.927363923439957	5.67121248352185	5.71267438215458	6.64003830559454	5.67121248352185	5.71267438215458	6.64003830559454	NA	NA	NA	NA	NA	NA
P28074	PSB5	Proteasome subunit beta type-5 OS=Homo sapiens GN=PSMB5 PE=1 SV=3	1	0.0872876115846379	6.52248288274119	NA	NA	NA	NA	-1.61879300104214	6.37553597068788	6.46282358227251	8.08161658331465	6.37553597068788	6.46282358227251	8.08161658331465	NA	NA	NA	NA	NA	NA
P28702	RXRB	Retinoic acid receptor RXR-beta OS=Homo sapiens GN=RXRB PE=1 SV=2	1	0.0790871297645772	7.23056464934627	NA	NA	NA	NA	0.581468622807185	7.3124940362792	7.39158116604378	6.81011254323659	7.3124940362792	7.39158116604378	6.81011254323659	NA	NA	NA	NA	NA	NA
P29084	T2EB	Transcription initiation factor IIE subunit beta OS=Homo sapiens GN=GTF2E2 PE=1 SV=1	1	-0.123658467751088	4.42667527770876	NA	NA	NA	NA	1.70932283909708	5	4.87634153224891	3.29067716090292	5	4.87634153224891	3.29067716090292	NA	NA	NA	NA	NA	NA
